textid	text	label
30	i loved you for a little a little while i think you know that it would have worked for a little except for that day you it's not like you to be here when you said you won't  but in the pouring rain you changed everything you changed the tune in the middle of the game you changed everything you changed the rules it's not like we could forget something quickly except in the pouring rain it kills me to say this it really does it kills my heart but i might still love you reason we're just fallen apart but it's not like me to answer gonna change my mind  but in the pouring rain you changed everything you changed the tune in the middle of the game you changed everything you changed the rules and it's not like we could forget something quickly except in the pouring rain  oh am i all i torn myself i would be losing but in the pouring rain can you feel my pain my tears are falling down from the sky in the pouring rain i can feel i wonder who you love tonight oh in the pouring rain in the pouring rain oh in the pouring rain in the pouring rain you changed everything you changed my mind	0
31	dive bar on the east side where you at phone lights up my nightstand in the black come here you can meet me in the back delicate dark jeans and your nikes look at you oh damn never seen that color blue just think of the fun things we could do delicate 'cause i like you  pre this ain't for the best my reputation's never been worse so you must like me for me yeah i want you we can't make any promises now can we babe but you can make me a drink   do the girls back home touch you like i do do the girls back home touch you like i do touch you like i do do the girls back home touch you like i do do the girls back home touch you like i do touch you like i do   third floor on the west side me and you handsome you're a mansion with a view do the girls back home touch you like i do delicate long night with your hands up in my hair echoes of your footsteps on the stairs stay here honey i don't wanna share delicate 'cause i like you  pre this ain't for the best my reputation's never been worse so you must like me for me yeah i want you we can't make any promises now can we babe but you can make me a drink   do the girls back home touch you like i do do the girls back home touch you like i do touch you like i do do the girls back home touch you like i do do the girls back home touch you like i do touch you like i do   sometimes i wonder when you sleep are you ever dreaming of me sometimes when i look into your eyes i pretend you're mine all the damn time   do the girls back home touch you like i do do the girls back home touch you like i do touch you like i do do the girls back home touch you like i do do the girls back home touch you like i do touch you like i do   is it cool that i said all that is it chill that you're in my head 'cause i know that it's delicate delicate delicate is it cool that i said all that is it too soon to do this yet 'cause i know that it's delicate delicate	0
32	i need you more than i know how to mention and i'd give forever to get your attention be you're summer midnight with starry blue eyes that only see you and are yours every night  pre ooh ooh love's like this it's something i missed ooh ooh love's like this   and that small town daydream lasted all night 'cause tonight all those bright city lights just look at you look at me heaven looked down to see we're falling now and there's nothing we ain't too sure of just two kids making up for lost love   all of the days that i couldn't get it right it all disappeared lying here by your side with your dirty blue jeans and my crooked smile you make it look easy changing my life  pre ooh ooh love's like this it's something i missed ooh ooh love's like this   and that small town daydream lasted all night 'cause tonight all those bright city lights just look at you look at me heaven looked down to see we're falling now and there's nothing we ain't too sure of just two kids making up for lost love   heaven had quite the time to figure this life out but baby i've got mine to give you everything you dream about  pre ooh ooh love's like this it's something i missed ooh ooh love's like this   and that small town daydream lasted all night 'cause tonight all those bright city lights just look at you look at me heaven looked down to see we're falling now and there's nothing we ain't too sure of just two kids making up for lost love  and that small town daydream lasted all night 'cause tonight all those bright city lights just look at you look at me heaven looked down to see we're falling now and there's nothing we ain't too sure of just two kids making up for lost love	0
33	i drive around this town in a mustang with the top down and six running horses under my hood well thats good enough for me dont need the real thing thats just another thing for me to try to tame dont know if i could it might just break me i thought there for a little while every sunset id be a riding off with him   snap buttons on a denim shirt blue jeans and a little dirt thats the closest youll see me feet hanging out a pickup truck crazy and a little rough running free thats the closest to a cowboy youll see me   before i met him i was so sane and grounded before he taught me how to lie and crawl out the window i learned the dirt roads and i got my heart broken cause that cowboy taught me how to cry and how to let go i thought there for a little while every sunset id be a riding off with him   snap buttons on a denim shirt blue jeans and a little dirt thats the closest youll see me feet hanging out a pickup truck crazy and a little rough running free thats the closest to a cowboy youll see me   it was all a little wonderful and strange but ill never look at a sunset the same night   snap buttons on a denim shirt blue jeans and a little dirt thats the closest youll see me feet hanging out a pickup truck crazy and a little rough running free sitting fishing by the river bank swimming in the water tank thats the closest youll see me feet hanging out a pickup truck crazy and a little rough running free thats the closest to a cowboy youll see me	0
34	there's a little girl in this little town with a little too much heart to go around live forever never say never you could do better that's what she says   mama named her lucky on a starlit night a rabbit foot in her pocket she dances in spite of the fact that she's different and yet she's the same and she says lucky you lucky you   she sings her little song she walks along a little pathway headed for the skies left to travels lives they unravel mind over matter that's what she says   mama named her lucky on a starlit night a rabbit foot in her pocket she dances in spite of the fact that she's different and yet she's the same and she says lucky you lucky you lucky you   maybe she'll sing you do do do do maybe she'll bring you into the skies honey she'll love you funny how some view angels above you arent so far away   mama named her lucky on a starlit night a rabbit foot in her pocket she dances in spite of the fact that she's different and yet she's the same and she says lucky you lucky you	0
35	time is passing slowly for the eight year old next door but mama's watch is ticking off the wall jillian and bobby think that they're a perfect pair but girls could say he's just a bit too tall  you don't have to do to win big you just have to think it some folks say the glass is half full others choose to drink it  some say the grass could be greener and the other side ain't far away but i say the old could be newer and love still counts when it doesn't stay some say i love you some say love needs proof it's all in your point of view  he hated pink so she threw out her favorite clothes his nfl was turned to tlc baby's got an attitude and thinks they just don't know but they all do and wish that she could see  you don't have to do to win big you just have to think it some folks say the glass is half full others choose to drink it  some say the grass could be greener and the other side ain't far away but i say the old could be newer and love still counts when it doesn't stay some say i love you some say love needs proof it's all in your point of view  in the least or masterpiece depends on one's opinion worst of all they never call but don't think that they weren't wishing  some say the grass could be greener and the other side ain't far away but i say the old could be newer and love still counts when it doesn't stay some say i love you some say love needs proof it's all in your point of view  it's all in your point of view point of view it's all in your point of view	0
36	you walk in here with your  man your shining boots and your full on band a smile on your face a knife in your hand singing songs you've got memorized with whatever talent money buys so polished that it slips right through your hands  but don't ruin yourself i arent your competition don't flatter yourself that was never my intention  hook i want to talk about what you are that i arent let's talk about what you do that i can't let's talk about me and you and that empty room and who wins let's talk about what you did to get here let's talk about blood and sweat and tears let's talk about what you want to be and who i've always been   i walk in here with a beat up case the same  i've always played and the words i wrote down on a page when i was  years old a small town raised you tell the crowd you're paying dues i tell them this is what i do and its what i put my life into as i breathe the smoke and cheap perfume  and say life on musical road is rough conditions but the easy ride was never my ambition  hook i want to talk about what you are that i arent let's talk about what you do that i can't let's talk about me and you and that empty room and who wins let's talk about what you did to get here let's talk about blood and sweat and tears let's talk about what you want to be and who i've always been   let's talk about your childhood days you were the prom queen i was on this stage so where's that crown gotten you these days when it's me and you and the same damn games  hook so what have you got that i ain't and what can you do that i can't let's put me and you in an empty room and see who wins let's talk about what you did to get here let's talk about blood and sweat and tears let's talk about what you want to be girl and who i've always been	0
37	i got a lying smile i never put out for you cause i guess i never felt like i really needed to and they say little girls have big dreams and nothing in the world was gonna come between me and you   and it was a long time coming i waited half my life just to find someone like you i spent a long time finding out love hangs around after you walk out not knowing it'd be a long time going   they say it's better to have lost than never to have loved at all and i say whoever said that didn't have too far to fall and they say little girls are so naive that wasn't how it was supposed to be with me and you   and it was a long time coming i waited half my life just to find someone like you i spend a long time finding out love hangs around after you walk out not knowing it will be a long time going   i've burned my s had sleepless nights washed my sins on the neon lights and i'm still not over you   and it was a long time coming i waited half my life just to find someone like you i spend a long time finding out love hangs around after you walk out not knowing it will be a long time going  a long time going  and it will be a long time long time going ohoh ohoh oh  it will be a long time long time going going ohoh ohoh oh	0
38	well she was an american girl raised on promises she couldn't help thinking that there was a little more to life somewhere else  after all it was a great big world with lots of places to run to and if she had to die trying she had one little promise she was going to keep   oh yeah all right take it easy baby make it last all night she was an american girl   well it was kind of cold that night she stood alone on her balcony she could see the cars roll by out on 44 like waves crashing on the beach  and for one desperate moment there he crept back in her memory god it's so painful it's something that's so close but still so far out of reach   oh yeah all right take it easy baby make it last all night she was an american girl   oh yeah all right take it easy baby make it last all night oh yeah all right take it easy baby oh take it easy now   oh yeah all right she was an american girl	0
39	one daybreak one heartache every onceuponatime that black dress happiness bubble baths and quarter lines  pre they mean so much to everyone but you count them up one by one   clear midnights and this spotlight once thinking that your dad was ten feet tall a blue bonnet a braid on it quiet winters and leaves that always fall your black boots my red flower ring live for the little things   oil paintings and making every detail turn out bad one last stands new romance living for that love and person  pre they mean so much to everyone but you count them up one by one   clear midnights and this spotlight once thinking that your dad was ten feet tall a blue bonnet a braid on it quiet winters and leaves that always fall your black boots my red flower ring live for the little things  ohh yeah ohh   no fighting black riding wish upon a star and give the moon a smile pretending defending take a risk and go along for the ride strawberries and fairies with wings live for the little things   na na na oh yeah na na na ohh yeah na na na	0
40	watch me go into the world today watch me try to blow the past away watch me laugh and watch me cry watch me fall and watch me fly cause im living in a brand new world and you think im just another girl but im living just a day at a time and keeping it mine someday im gonna fly   watch me catch a star and pin it down watch me live another time around watch me doubt the things i love watch me find what im proud of cause im living in a brand new world and you think im just another girl but im living just a day at a time and keeping it mine someday im gonna fly   and i may break my wings and fall flat on my shattered heart and i may hit the ground but i will never fall apart cause im living in a brand new world and you think im just another girl but im living just a day at a time and keeping it mine im living in a brand new world and you think im just another girl but im living just a day at a time and keeping it mine someday im gonna fly	0
41	you look at me i fake a smile so you won't see that i want and i'm needing everything that we should be  pre  i'll bet she's beautiful that girl ya talk about and she's got everything that i have to live without   you talk to me i laugh 'cause it's so damn funny but i can't even see anyone when you're with me  pre  you say you're so in love you finally got it right i wonder if you know you're all i think about at night   you're the reason for the teardrops on my  the only thing that keeps me wishing on a wishing star you're the song in the car i keep singing don't know why i do   you walk by me can't you tell that i can't breathe and there you go so perfectly the kind of flawless i wish i could be  pre  she'd better hold ya tight give you all her love look in those beautiful eyes and know she's lucky cause   you're the reason for the teardrops on my  the only thing that keeps me wishing on a wishing star you're the song in the car i keep singing don't know why i do   you're the reason for the teardrops on my  the only one whos got enough of me to break my heart you're the song in the car i keep singing don't know why i do   you're the time taken up but there's never enough and you're all that i need to fall into you look at me i fake a smile so you won't see	0
42	throwing pennies at the fountain when you're standing on a mountain it's kind of hard to aim  like the tree we carved our names in there must be an explanation guess it didn't get enough rain i need reasons why you're leaving   well i guess i wished on a plane i thought it was a star i guess what you wrote on paper wasn't written on your heart could've sworn you said you loved me i guess i heard you wrong and i guess i wished on a plane that i thought was a star   diving off into the deep end honestly believed you'd be there when i jumped in guess it ain't your territory we had the perfect love story except the ending nothing comes true when it comes to you oh   well i guess i wished on a plane i thought it was a star i guess what you wrote on paper wasn't written in your heart could've sworn you said you loved me i guess i heard you wrong and i guess i wished on a plane that i thought was a star   the night was so cloudy it's not my fault i just couldn't see   and i guess i wished on a plane i thought it was a star guess what you wrote on paper wasn't written in your heart could've sworn you said you loved me i guess i heard you wrong and i guess i wished on a plane that i thought was a star   throwing pennies at the fountain when you're standing on a mountain it's kind of hard to aim	0
43	we could leave the christmas lights up 'til january and this is our place we make the rules and there's a dazzling haze a mysterious way about you dear have i known you 0 seconds or 0 years   can i go where you go can we always be this close forever and ever ah take me out and take me home you're my my my my lover   we could let our friends crash in the living room this is our place we make the call and i'm highly suspicious that everyone who sees you wants you i've loved you three summers now honey but i want 'em all   can i go where you go can we always be this close forever and ever ah take me out and take me home forever and ever you're my my my my lover   ladies and gentlemen will you please stand with every  string scar on my hand i take this magnetic force of a man to be my lover my heart's been borrowed and yours has been blue all's well that ends well to end up with you swear to be overdramatic and true to my lover and you'll save all your dirtiest jokes for me and at every table i'll save you a seat lover   can i go where you go can we always be this close forever and ever ah take me out and take me home forever and ever you're my my my my oh you're my my my my darling you're my my my my lover	0
44	like one of those fireflies oh it looks so good till it's in your hand it's like one of those memories where you can't let go but you just can't stand it's like one of those crazy dreams and the permanent screens in the magazines saying why'd i love all it does is break your heart   one morning does it all add up or am i just standing on the edge of crazy you're getting close to giving up in a big old way knocks you down to the other side every time love or lie live or die i well i guess that's life   like one of those people with the beautiful eyes and the perfect face it's like one of those stories where the hero dies in the very last race like one of those endless cries and the crazy lies of a hurting child saying why did love have to hurt it broke my heart   one morning does it all add up or am i just standing on the edge of crazy you're getting close to giving up in a big old way knocks you down to the other side every time love or lie live or die i well i guess that's life   i always liked to think that i was always brave enough to try to master any push and shove well i guess i never qualified love   one morning does it all add up or am i just standing on the edge of crazy you're getting close to giving up in a big old way knocks you down to the other side every time love or lie live or die i well i guess that's life  oh i guess that's life well i guess that's life	0
45	i'm like the water when your ship rolled in that night rough on the surface but you cut through like a knife and if it was an openshut case i never would've known from that look on your face lost in your current like a priceless wine   the more that you say the less i know wherever you stray i follow i'm begging for you to take my hand wreck my plans that's my man   life was a willow and it bent right to your wind head on the pillow i could feel you sneakin' in as if you were a mythical thing like you were a trophy or a champion ring but there was one prize i'd cheat to win   the more that you say the less i know wherever you stray i follow i'm begging for you to take my hand wreck my plans that's my man you know that my train could take you home anywhere else is hollow i'm begging for you to take my hand wreck my plans that's my man   life was a willow and it bent right to your wind they count me out time and time again life was a willow and it bent right to your wind but i come back stronger than a '90s trend   wait for the signal and i'll meet you after dark show me the places where the others gave you scars now this is an openshut case i guess i should'a known from the look on your face every baitandswitch was a work of art   the more that you say the less i know wherever you stray i follow i'm begging for you to take my hand wreck my plans that's my man you know that my train could take you home anywhere else is hollow i'm begging for you to take my hand wreck my plans that's my man the more that you say the less i know wherever you stray i follow i'm begging for you to take my hand wreck my plans that's my man you know that my train could take you home anywhere else is hollow i'm begging for you to take my hand wreck my plans that's my man	0
46	oohooh oohooh oohooh oohooh   i got this knot inside my throat call my vodka up if i come and i'm not suicidal i just drink to forget my problems seems like the kids these days are all just lookin' to get higher oh i'm just the same anything's i won't tell momma and father  pre want it all and we want it now do anything to not come down get my fix someway somehow today   you know you know just how it goes we're just stoned leave us alone ain't nothin' wrong it's cool at home we're good as gold we're all just stoned oohooh oohooh we're good as gold we're all just stoned   i got my woman got my high my  and some money and i'll be goddamned if these fuckers try to take that from me but ain't shit wrong with us and don't tell me talk to somebody i'm drunk at  pm treat every day like it's a friday  pre want it all and we want it now do anything to not come down get my fix someway somehow today   you know you know just how it goes we're just stoned leave us alone ain't nothing wrong it's cool at home we're good as gold we're all just stoned oohooh oohooh we're just stoned leave us alone oohooh oohooh we're good as gold we're all just stoned   not much to do these days we sit and smoke my life away just like everyone else i know uh not much to do these days i got too much on the way sit back and light up and let go   you know you know just how it goes we're just stoned leave us alone ain't nothing wrong it's cool at home we're good as gold we're all just stoned oohooh heyohohoh oohooh we're just stoned leave us alone stoned oohooh heyohohoh oohooh we're good as gold we're all just stoned stoned	1
47	soflo like an oh shit yeah soflo like ayy ayy   post malone  ethan klein soflo like antonio soflo like antonio whatchu know about soflo like antonio soflo he even stole my flow damn soflo like antonio soflo like antonio whatchu know about soflo like antonio soflo he even stole my flow damn  verse ethan klein soflo where you at boy where you at boy soflo where you at boy yo i'm down at south beach florida you got all the beach before ya and just when i thought he couldn't take it any further damn soflo is my father damn soflo is my father damn soflo is my father damn soflo is my father damn he stole everything from me can you please just back off just let me have my fucking snow cone it's got strawberry syrup it's my favorite flavor you can fuck my whole family tree just let me be  interlude ethan klein fuck you soflo make your own shit stop stealing shit from everyone make your own shit dog fuck off coughing soflo is my father   post malone soflo like antonio soflo like antonio soflo like antonio soflo he even stole my flow soflo like antonio soflo like antonio soflo like antonio	1
48	kanye west a hunnid years from now we gon' all be dead all be dead all be dead so tonight bitch i might as well get head a hunnid years from now we gon' all be dead all be dead boom so tonight i might as well get head   kanye west don't ask me 'bout my daughter don't ask about my family don't ask about the manners don't ask about the  don't ask about the money don't ask me how my  is don't ask me 'bout a debt like you finna help nigga fuck you and yourself i can tell it wasn't a deal all positive vibes hashtag fuck a bitch god want it wanna vibe click boom  ridin' through calabasas lookin' up the  with the ass never good i know bitch kinda want a man more stuntin' why you niggas always mad you apologize to pablo apologize to pablo apologize to pablo wild nigga from the south ayy south southside of chicago ugh perfect them niggas that's nigga that nigga tell me i'm that nigga ugh perfect them niggas that's that that nigga tell me i'm that nigga ugh you  gon' getcha uh you one day karma gon' getcha uh you i'm gonna  and i been sittin' uh click boom waitin' here sittin' with the 45 i  with the low life i been waitin' for this shit my whole life i been on a  with your goride   kanye west hunnid years though we gon' all be dead all be dead all be dead so tonight i might as well get head  pre post malone i got a tan line i wear my fuckin' rollie so much lil' bitch you think you somethin' but i find you in the gutter kinda want it bought it with the money oh look with your girl you don't fuck i can tell you wanna fuck her   post malone count a hunnid bands watch it swerve on the street ohyeah count a hunnid bands will i know no not me ohohohoh   post malone lil' mama gon' suck me up hell mama 'cause we your season ohoh now i got shawty on my haha yeah i left her for no reason leon dechino gon' fuck on your bitch i just don't remember nothin' when i wake i just put fortythousand on my wrist i just be like i'm a man on a mission eighty on mo'fucker ayy i remember back in endless summer ayy it was 0 while we in the summer yeah when i lease that shit don't matter  pre post malone i got a tan line i wear my fuckin' rollie so much lil' bitch you think you somethin' but i find you in the gutter ohoh kinda want it bought it with the money oh look with your girl you don't fuck i can tell you wanna fuck her   post malone count a hunnid bands watch it swerve on the street ohohoh count a hunnid bands will i know no not me ohohoh count a hunnid bands watch it swerve on the street ohohoh count a hunnid bands will i know no not me   justin bieber and you talkin' that shit for no reason and you talkin' that shit when you know you comin' home this evenin' when you know you comin' home why you wanna come and play with my emotions my emotions when you know you should be going through the motions we don't got no time to waste whoaoaoa this is not the time or place ohohohhh this the shit that make you wanna wow wow wow and i really think i'm on that king shit make you wanna bow down bow down ooh i'm feelin' like i lost it now now got me runnin' like a faucet now now tell 'em there's a new boss in town town girl i'm feelin' like i'm lost and found found 'cause i'm so up and down 'cause i'm so up and down so up and down  pre post malone got a tan line i wear my fuckin' rollie so much lil' bitch you think you somethin' but i find you in the gutter kinda want it bought it with the money oh look with your girl you don't fuck i can tell you wanna fuck her   post malone count a hunnid bands watch it swerve on the street count a hunnid bands will i know no not me count a hunnid bands watch it swerve on the street count a hunnid bands will i know no not me   post malone hey ohhohh oh yeah hey ohhohh oh yeah anyone got a problem with me you the same one that doubted me we done came up don't matter to me you the same one that doubted me	1
49	post malone  rich the kid i'm on my kurt cobain feeling like so insane i got love on the brain drugs in the vein and i feel like i can fly feeling like so damn good a little misunderstood we got love on the brain drugs in the vein and i feel like i can fly yeah yeah yeah rich  verse rich the kid she in awe trapjumper she can't see my mud no fall up in that pussy i can't fall in love bih out the country i might take ya syrup but no maple no maple she think that i'm a player bentley seats alligator huh put her on a flight that's the jet flow jet i need money i could find it with my eyes closed eyes hit it from the back back i ran up a sack sack they was hatin' on me now i'm flexin' just like that just like that on my boss shit bought a gucci suit bitch gucci she work three weeks straight to buy an outfit huh and i've been ridin' with no roof like i lost it like i lost it rich forever bitch on my rick ross shit yeah   post malone i'm on my kurt cobain feeling like so insane i got love on the brain drugs in the vein and i feel like i can fly feeling like so damn good a little misunderstood we got love on the brain drugs in the vein and i feel like i can fly  post rich the kid we'll be blowin' smoke all night yeah yeah we'll be goin' broke all night i'm looking at you through red eyes feelin' like kurt cobain kurt cobain yeah  open verse   post malone i'm on my kurt cobain feeling like so insane i got love on the brain drugs in the vein and i feel like i can fly feeling like so damn good a little misunderstood we got love on the brain drugs in the vein and i feel like i can fly  post rich the kid we'll be blowin' smoke all night yeah yeah we'll be goin' broke all night i'm looking at you through red eyes feelin' like kurt cobain kurt cobain yeah	1
50	do things ever get easier some fall hard so fast freeze it yeah sold my bands off it but champagne sip through do things ever get easier   countin' up bands and so my neck froze runnin' outside and cop a mafro rollie on now we're back and now my neck froze runnin' outside i'm another one was he all up in it count another one was he in the pussy and am i on here's enough money let's ball here's enough money let me throw drive a rolls royce wraith that's my everyday and the money it falls then we come away there's some money now sippin' on my ice ayy there's some money and you might just get your ass kicked but   do things ever get easier some fall hard so fast freeze it yeah sold my bands off it but champagne sip through do things ever get easier   diamonds on me water like they know the call and i want a 40 and you know the call it's some in a 40 and you know the call it's a money 40 that's the protocol and oh woah girl it shouldn't make sense since i got my own 40automatic and oh woah girl it shouldn't make sense send the money with the 40 on the side yeah ayy let me know tell me how she go put it on my bands and the 0 on my truck don't slow me up baby slow me up diamonds on my bed she can see them on me matter you wanna run up on me but it still ain't happen was somewhere on her body and she's still a mack he's a run up on me but it still ain't happen i remember back in stoney and i'm in a mansion   do things ever get easier some fall hard so fast freeze it yeah sold my bands off it but champagne sip through do things ever get easier   ball out my fatty she call me daddy see mama fatty she pop them xannies i don't want nothin' see mama fatty it's on my doney and on my baby i don't want noone want another one pistol and her pussy help me though i don't want noone that's the one i want i don't want no pussy let me go   do things ever get easier some fall hard so fast freeze it yeah sold my bands off it but champagne sip through do things ever get easier	1
51	zaytoven hmm zaytoven ohh woah ohh   we standin' in the lobby waitin' for the elevator we standin' in the lobby and we can't wait to get out let's just go crazy let's say fuck every' let's make a baby we gon' need new laundry   oh woah i'm on the road can't wait to come home to you oh i'm doin' all my shows can't wait to come back home to you   red wine and white sheets pour up that henny i know that you love me let's fall like we're lonely red wine and white sheets pour up that henny i know that you love me let's fall like we're lonely   we standin' in the lobby waitin' for the elevator we standin' in the lobby and we can't wait to get out let's just go crazy let's say fuck every' let's make a baby we gon' need new laundry   i know i lied to you that only would do you i told you i'm sorry you know that was not me and that lie wouldn't hang up was rushin' through my fingertips i ain't never gonna go back to the man i was then   red wine and white sheets pour up that henny i know that you love me let's fall like we're lonely red wine and white sheets pour up that henny i know that you love me let's fall like we're lonely   break   ah ahh ahh ahh ah ahh ah ahh ah ahh ah ahh ah ahh ah ahh you wonder if we got that   you know that if we stay  i'd be scared to run away you wonder if we got that   you know that if we stay  i'd be scared to run away you wonder if we got that   you know that if we stay  i'd be scared to run away you wonder if we got that   you know that if we stay  i'd be scared to run away	1
52	post malone pulled a bitch out the hat yeah that's magic and i got a lotta bitches at my mansion molly stogies gas and some matches got your wifey on my lap like outkast tragic magic magic alakazam magic magic well i alakazam  verse post malone  ounces on me like i'm magic ahh magic johnson  i ain't playin' basketball and we got some molly magic potion alcohol i'm with aphrodite drinkin' nectar of the gods wakin' up to some swishers and some liquor swishers and liquor fuck 'em or fuck her whatever get me faded quicker she grind on my zipper 'cause i'm a big tipper she stay in la like she play for the clippers you see what we whippin' whole crew is shittin' on mothafuckas can't stand the heat then get the fuck out the kitchen i got that houdini disappear her bikini she rub on my lamp damn i feel like a genie on my magic carpet i'm poppin' a wheelie so fresh you can't see me i do this routinely i don't do no freebies you feel me i need me a couple bands they appear in my fuckin' hands   post malone pulled a bitch out the hat yeah that's magic and i got a lotta bitches at my mansion molly stogies gas and some matches got your wifey on my lap like outkast tragic stoney magic magic alakazam magic magic well i alakazam   saucelord rich sauce presto presto poof	1
53	refrain and my brand new whip's just sittin' outside got a hunnid on this and i go with the dial and my brand new whip's just sittin' outside got a brand new rolls royce doors commit suicide just sittin' outside got a hunnid on this and i go with the dial and my brand new whip's just sittin' outside got a brand new rolls royce doors commit suicide ay yeah   so baby what's the plan what you tryin' yeah so baby what's your plan with the ball yeah so baby put the band when you know it so baby could you know when you feel high all the time yeah you hear it everytime   tell me close throw on amazing tell me your kind i'm your favorite turn her up turn her up turn her raisin' turn her up turn her up turn her raisin'  refrain just sittin' outside yeah got a hunnid on this and i go with the dial ah and my brand new whip's just sittin' outside oh yeah got a brand new rolls royce doors commit suicide damn   it's a hunnid a pop i drop for ya got a hunnid to drop my top for ya it's a fifty a pop i drop for you and i'm countin' the guap i count for you i'm a boss i'm a boss rollie for the  i'm on fire i just came down with somethin' to vibe rollie for the  i'm on fire i just came down with somethin' to vibe   tell me close throw on amazing tell me your kind i'm your favorite turn her up turn her up turn her raisin' turn her up turn her up turn her raisin' ayy   one hunnid more i keep in play yeahyeah yeahyeah i got my hunnid on the deck one hunnid more i keep in play oh i got my hunnid on my plans ayy oh lord it's gettin' hard to breathe and now i know i'll leave i wanted more   tell me close throw on amazing tell me your kind i'm your favorite turn her up turn her up turn her raisin' turn her up turn her up turn her raisin' tell me close throw on amazing tell me your kind i'm your favorite turn her up turn her up turn her raisin' turn her up turn her up turn her raisin'	1
54	post malone i've been fuckin' hoes and poppin' pillies man i feel just like a rockstar star ayy ayy all my brothers got that gas and they always be smokin' like a rasta fuckin' with me call up on a uzi and show up man them the shottas tas when my homies pull up on your block they make that thing go grrratatata   post malone cocaine on the table liquor pourin' don't give a damn dude your girlfriend is a groupie she just tryna get in sayin' i'm with the band ayy ayy now she actin' outta pocket tryna grab up on my pants hundred bitches in my trailer say they ain't got a man and they all brought a friend yeah ayy ayy ayy   post malone i've been fuckin' hoes and poppin' pillies man i feel just like a rockstar star ayy ayy rockstarrockstarrockstarrockstarrockstarrockstar feel just like a rockstar star ayy ayy  drop i've been pop i've been pop    savage i've been in the hills fuckin' superstars feelin' like a popstar drankin' henny bad bitches jumpin' in the pool and they ain't got on no bra hit her from the back pullin' on her tracks and now she screamin' out no más yeah yeah yeah they like savage why you got a twelve car garage and you only got six cars   post malone cocaine on the table liquor pourin' don't give a damn dude your girlfriend is a groupie she just tryna get in sayin' i'm with the band ayy ayy now she actin' outta pocket tryna grab up on my pants hundred bitches in my trailer say they ain't got a man and they all brought a friend yeah ayy   post malone   savage i've been poppin' pillies feel just like a rockstar rockstar feel just like rockstar feel just like a rockstar man i feel just like a rockstar rockstar rockstar rockstar rockstar rockstar rockstar feel just like a rockstar  drop i've been pop i've been pop	1
55	yeah oh   whippin' out the foreigns on the plane let me know got a hundred party on a band let me know with the maseratis on the plane let me know i crush 'em up crush 'em up yeah yeah  post you don't know me at all all this all that i've got is all that i got yeah you don't know me at all all this all that i've got is on it on it oh   drop  hundred on the band right now damn cut that hundred on the band right now yeah and i pop a couple xans right now ayy ayy flying to australia ayy ayy whippin' in the kitchen yeah jumpin' on the engine yeah then i run the game yeah then she told me  yeah  yeah know where we be living yeah pull out that 40 another band i'll hold yeah jump on that wii baby whip that for free your  jump on for free jump on that wii baby whip that for free i don't wanna drive the foreign cool  pre  and i'm up and i'm up and i'm feeling right now and i'm up and they don't and i'm feeling right now when i'm up when i'm up and i'm feeling right now ayy ayy feeling right now   whippin' out the foreigns on the plane let me know got a hundred party on a band let me know with the maseratis on the plane let me know i crush 'em up crush 'em up yeah yeah  post you don't know me at all all this all that i've got is all that i got yeah you don't know me at all all this all that i've got is on it on it oh   hit the strip club watch it rain on that ass and the 808s hit the dust on that ass 'rari that shit foreign that shit boring i can do it no more doors cause that shit's boring i can do it no more doors that shit's boring i can do  no more yeah bitch i'm pouring i can do it no more doors that shit's boring you know when i'm bored yeah why you want a joint she remember where we was shit you know all the bands sit down and i want the foreign shit you know on the phone when i don't be on that bomb shit i can do it no more doors cause that shit boring cool  pre  but i wanna put the band while we over yeah but i wanna put the band while we on that i'm on that i'm on when you show me how to go that i'm on that i'm on when you jump in jump in   whippin' out the foreigns on the plane let me know got a hundred party on a band let me know with the maseratis on the plane let me know damn i crush 'em up crush 'em up yeah  post you don't know me at all all this all that i've got is all that i got yeah you don't know me at all all this all that i've got is on it on it oh   oooh oooh oooh oooh	1
